type,id,side,price,qty,ts
LIMIT,3149,SELL,998213,50,3308
LIMIT,3150,BUY,999760,90,3309
LIMIT,3151,BUY,998473,57,3310
MARKET,3152,SELL,0,23,3311
LIMIT,3153,SELL,1001760,8,3312
LIMIT,3154,BUY,1000410,2,3313
LIMIT,3155,BUY,1001284,2,3314
LIMIT,3156,BUY,1001328,8,3315
MARKET,3157,BUY,0,29,3316
LIMIT,3158,BUY,999286,45,3317
LIMIT,3159,BUY,999197,17,3318
LIMIT,3160,SELL,1000693,16,3319
LIMIT,3161,BUY,999024,70,3320
LIMIT,3162,SELL,1001676,29,3321
LIMIT,3163,SELL,1001856,47,3322
LIMIT,3164,SELL,1001559,84,3323
LIMIT,3165,SELL,999306,90,3324
LIMIT,3166,BUY,998221,45,3325
LIMIT,3167,SELL,999145,11,3326
LIMIT,3168,BUY,1001446,67,3327
LIMIT,3169,BUY,998502,48,3328
LIMIT,3170,BUY,998146,31,3329
LIMIT,3171,SELL,1001903,15,3330
CANCEL,188,BUY,0,0,3331
LIMIT,3172,SELL,999230,11,3332
MARKET,3173,SELL,0,32,3333
CANCEL,1933,BUY,0,0,3334
LIMIT,3174,BUY,998919,27,3335
LIMIT,3175,SELL,1000181,7,3336
LIMIT,3176,BUY,1000218,98,3337
LIMIT,3177,BUY,1001727,78,3338
LIMIT,3178,SELL,1001779,34,3339
LIMIT,3179,BUY,1001101,4,3340
LIMIT,3180,SELL,1001546,55,3341
LIMIT,3181,BUY,1001307,14,3342
LIMIT,3182,SELL,1001516,69,3343
LIMIT,3183,SELL,998665,49,3344
LIMIT,3184,BUY,998540,2,3345
LIMIT,3185,SELL,998350,32,3346
LIMIT,3186,SELL,999382,74,3347
LIMIT,3187,SELL,999481,35,3348
LIMIT,3188,BUY,998509,40,3349
LIMIT,3189,SELL,1001424,34,3350
LIMIT,3190,SELL,999895,3,3351
LIMIT,3191,SELL,998151,46,3352
LIMIT,3192,BUY,999673,8,3353
LIMIT,3193,BUY,999132,79,3354
LIMIT,3194,BUY,999804,24,3355
LIMIT,3195,SELL,999063,64,3356
MARKET,3196,BUY,0,10,3357
LIMIT,3197,BUY,998953,15,3358
LIMIT,3198,BUY,1000803,65,3359
LIMIT,3199,SELL,998171,71,3360
LIMIT,3200,BUY,1001898,92,3361
LIMIT,3201,SELL,998066,87,3362
LIMIT,3202,SELL,1000213,92,3363
CANCEL,1233,BUY,0,0,3364
LIMIT,3203,BUY,1000076,57,3365
MARKET,3204,BUY,0,16,3366
LIMIT,3205,SELL,1001396,88,3367
LIMIT,3206,SELL,1001587,37,3368
MARKET,3207,SELL,0,39,3369
LIMIT,3208,SELL,1001994,53,3370
LIMIT,3209,SELL,999927,38,3371
LIMIT,3210,BUY,999508,6,3372
LIMIT,3211,BUY,1001735,76,3373
CANCEL,2978,BUY,0,0,3374
LIMIT,3212,SELL,1000092,92,3375
LIMIT,3213,SELL,1001849,28,3376
LIMIT,3214,BUY,1000691,93,3377
LIMIT,3215,BUY,1001912,10,3378
LIMIT,3216,BUY,1000315,65,3379
LIMIT,3217,SELL,1000207,94,3380
MARKET,3218,BUY,0,39,3381
LIMIT,3219,SELL,999298,35,3382
LIMIT,3220,SELL,1001731,32,3383
LIMIT,3221,SELL,998945,59,3384
LIMIT,3222,BUY,1000838,31,3385
LIMIT,3223,SELL,999482,11,3386
LIMIT,3224,BUY,1001746,47,3387
LIMIT,3225,BUY,999838,54,3388
LIMIT,3226,BUY,1001791,69,3389
LIMIT,3227,SELL,1000761,75,3390
LIMIT,3228,SELL,1001259,37,3391
LIMIT,3229,BUY,998333,53,3392
LIMIT,3230,BUY,1000359,64,3393
LIMIT,3231,BUY,1001685,24,3394
LIMIT,3232,BUY,998683,16,3395
LIMIT,3233,SELL,1001042,13,3396
MARKET,3234,BUY,0,28,3397
CANCEL,900,BUY,0,0,3398
LIMIT,3235,BUY,1000109,68,3399
LIMIT,3236,SELL,999451,17,3400
LIMIT,3237,BUY,1000916,38,3401
MARKET,3238,SELL,0,38,3402
LIMIT,3239,BUY,1000958,6,3403
MARKET,3240,SELL,0,29,3404
LIMIT,3241,SELL,1001033,56,3405
LIMIT,3242,SELL,1000867,18,3406
LIMIT,3243,BUY,998623,1,3407
LIMIT,3244,SELL,1000760,84,3408
LIMIT,3245,SELL,999796,23,3409
LIMIT,3246,SELL,1001869,99,3410
MARKET,3247,SELL,0,32,3411
LIMIT,3248,SELL,999168,42,3412
LIMIT,3249,BUY,1001905,19,3413
CANCEL,1117,BUY,0,0,3414
LIMIT,3250,SELL,1000355,79,3415
LIMIT,3251,SELL,999166,22,3416
MARKET,3252,SELL,0,32,3417
LIMIT,3253,BUY,999181,34,3418
LIMIT,3254,BUY,1001786,30,3419
LIMIT,3255,BUY,998393,27,3420
LIMIT,3256,BUY,998112,77,3421
LIMIT,3257,BUY,998027,63,3422
LIMIT,3258,BUY,999513,27,3423
LIMIT,3259,SELL,1000998,57,3424
LIMIT,3260,SELL,999208,15,3425
LIMIT,3261,BUY,999820,56,3426
LIMIT,3262,BUY,1001541,18,3427
LIMIT,3263,BUY,1001966,46,3428
LIMIT,3264,BUY,1000979,10,3429
LIMIT,3265,SELL,999130,59,3430
LIMIT,3266,BUY,1000895,89,3431
LIMIT,3267,BUY,999775,13,3432
LIMIT,3268,SELL,998779,72,3433
LIMIT,3269,BUY,1001887,82,3434
LIMIT,3270,BUY,998560,76,3435
LIMIT,3271,BUY,1000758,26,3436
LIMIT,3272,BUY,999984,24,3437
LIMIT,3273,SELL,998539,26,3438
LIMIT,3274,BUY,1001894,67,3439
LIMIT,3275,BUY,998013,56,3440
MARKET,3276,BUY,0,46,3441
LIMIT,3277,SELL,1000817,34,3442
LIMIT,3278,BUY,1000612,45,3443
LIMIT,3279,BUY,1001595,39,3444
LIMIT,3280,SELL,1000736,63,3445
LIMIT,3281,SELL,1000448,46,3446
LIMIT,3282,SELL,998395,29,3447
MARKET,3283,SELL,0,27,3448
LIMIT,3284,SELL,999013,85,3449
LIMIT,3285,BUY,999903,41,3450
LIMIT,3286,SELL,1000854,51,3451
LIMIT,3287,SELL,1001441,63,3452
LIMIT,3288,BUY,998118,38,3453
LIMIT,3289,BUY,1001644,53,3454
MARKET,3290,SELL,0,17,3455
LIMIT,3291,SELL,999603,57,3456
LIMIT,3292,SELL,1001737,7,3457
LIMIT,3293,BUY,999391,82,3458
LIMIT,3294,SELL,999833,53,3459
LIMIT,3295,BUY,1000195,27,3460
LIMIT,3296,BUY,1001882,79,3461
LIMIT,3297,BUY,1000477,70,3462
CANCEL,122,BUY,0,0,3463
LIMIT,3298,BUY,1001196,91,3464
LIMIT,3299,SELL,1001140,99,3465
LIMIT,3300,BUY,1000124,27,3466
LIMIT,3301,BUY,998643,69,3467
LIMIT,3302,BUY,999188,21,3468
LIMIT,3303,SELL,999693,28,3469
LIMIT,3304,BUY,1001850,2,3470
CANCEL,116,BUY,0,0,3471
LIMIT,3305,BUY,1000054,51,3472
LIMIT,3306,BUY,998642,37,3473
LIMIT,3307,BUY,1000586,99,3474
LIMIT,3308,BUY,999115,96,3475
MARKET,3309,SELL,0,42,3476
LIMIT,3310,SELL,1001530,11,3477
MARKET,3311,SELL,0,2,3478
CANCEL,2670,BUY,0,0,3479
LIMIT,3312,BUY,998391,95,3480
LIMIT,3313,SELL,998795,78,3481
LIMIT,3314,SELL,999741,66,3482
LIMIT,3315,SELL,999122,59,3483
LIMIT,3316,SELL,1001970,84,3484
LIMIT,3317,SELL,999192,55,3485
MARKET,3318,SELL,0,36,3486
LIMIT,3319,SELL,1001717,90,3487
LIMIT,3320,BUY,999566,3,3488
LIMIT,3321,SELL,1001897,48,3489
LIMIT,3322,BUY,999852,29,3490
LIMIT,3323,BUY,999627,99,3491
LIMIT,3324,SELL,999952,73,3492
MARKET,3325,SELL,0,22,3493
MARKET,3326,BUY,0,7,3494
LIMIT,3327,BUY,1001542,63,3495
LIMIT,3328,BUY,998578,52,3496
LIMIT,3329,SELL,1000143,93,3497
LIMIT,3330,BUY,998241,99,3498
LIMIT,3331,SELL,999275,95,3499
LIMIT,3332,BUY,998149,42,3500
LIMIT,3333,SELL,1001569,1,3501
LIMIT,3334,BUY,1001092,72,3502
LIMIT,3335,SELL,999282,84,3503
LIMIT,3336,SELL,1000903,62,3504
LIMIT,3337,BUY,1001773,14,3505
LIMIT,3338,BUY,999538,17,3506
LIMIT,3339,BUY,1000129,96,3507
MARKET,3340,BUY,0,29,3508
LIMIT,3341,BUY,998159,55,3509
LIMIT,3342,SELL,998572,96,3510
LIMIT,3343,SELL,999635,2,3511
LIMIT,3344,SELL,999205,93,3512
LIMIT,3345,SELL,1000140,42,3513
LIMIT,3346,SELL,1000309,84,3514
LIMIT,3347,SELL,1000143,88,3515
LIMIT,3348,SELL,1000127,78,3516
LIMIT,3349,SELL,998862,43,3517
LIMIT,3350,BUY,998672,68,3518
LIMIT,3351,SELL,998040,41,3519
LIMIT,3352,BUY,999927,9,3520
LIMIT,3353,BUY,999277,90,3521
LIMIT,3354,BUY,1000202,59,3522
LIMIT,3355,BUY,1000559,60,3523
LIMIT,3356,BUY,999435,82,3524
LIMIT,3357,BUY,999412,81,3525
CANCEL,1025,BUY,0,0,3526
LIMIT,3358,SELL,1000393,94,3527
LIMIT,3359,SELL,1001826,33,3528
LIMIT,3360,BUY,998317,76,3529
LIMIT,3361,BUY,999146,23,3530
LIMIT,3362,BUY,998518,67,3531
LIMIT,3363,SELL,999352,74,3532
LIMIT,3364,SELL,1001959,95,3533
LIMIT,3365,SELL,998857,22,3534
CANCEL,1226,BUY,0,0,3535
LIMIT,3366,BUY,1001807,79,3536
MARKET,3367,BUY,0,31,3537
LIMIT,3368,SELL,998318,7,3538
MARKET,3369,SELL,0,28,3539
LIMIT,3370,SELL,999239,65,3540
LIMIT,3371,BUY,1000294,51,3541
LIMIT,3372,SELL,1000892,61,3542
LIMIT,3373,SELL,1000173,11,3543
LIMIT,3374,BUY,1001913,22,3544
LIMIT,3375,SELL,1000913,19,3545
LIMIT,3376,SELL,1000007,89,3546
LIMIT,3377,BUY,1000285,56,3547
LIMIT,3378,BUY,998103,47,3548
LIMIT,3379,SELL,1000983,55,3549
LIMIT,3380,BUY,999566,48,3550
LIMIT,3381,BUY,998802,57,3551
LIMIT,3382,BUY,998022,76,3552
LIMIT,3383,BUY,1001731,48,3553
LIMIT,3384,BUY,1000485,35,3554
CANCEL,1424,BUY,0,0,3555
LIMIT,3385,SELL,998179,90,3556
LIMIT,3386,SELL,1000561,8,3557
LIMIT,3387,BUY,1001535,92,3558
LIMIT,3388,SELL,1000008,23,3559
LIMIT,3389,BUY,998156,48,3560
CANCEL,829,BUY,0,0,3561
LIMIT,3390,BUY,1001567,17,3562
MARKET,3391,BUY,0,4,3563
LIMIT,3392,BUY,999287,13,3564
LIMIT,3393,SELL,1001492,25,3565
LIMIT,3394,BUY,999362,87,3566
LIMIT,3395,SELL,1001677,91,3567
LIMIT,3396,SELL,1000114,2,3568
LIMIT,3397,SELL,999705,86,3569
LIMIT,3398,BUY,998790,98,3570
LIMIT,3399,SELL,998343,23,3571
LIMIT,3400,SELL,1000492,26,3572
LIMIT,3401,SELL,998708,82,3573
LIMIT,3402,BUY,999274,36,3574
LIMIT,3403,BUY,999398,60,3575
LIMIT,3404,BUY,1000319,60,3576
MARKET,3405,BUY,0,12,3577
LIMIT,3406,BUY,999300,76,3578
LIMIT,3407,BUY,1001140,22,3579
LIMIT,3408,BUY,1000613,48,3580
LIMIT,3409,BUY,999260,88,3581
LIMIT,3410,BUY,1001061,97,3582
LIMIT,3411,SELL,998218,49,3583
LIMIT,3412,BUY,999142,18,3584
LIMIT,3413,SELL,998925,25,3585
LIMIT,3414,BUY,998725,38,3586
LIMIT,3415,SELL,999083,12,3587
LIMIT,3416,SELL,999428,99,3588
LIMIT,3417,SELL,1001397,81,3589
LIMIT,3418,BUY,998150,75,3590
LIMIT,3419,BUY,1000876,56,3591
LIMIT,3420,SELL,998849,44,3592
LIMIT,3421,SELL,998371,66,3593
LIMIT,3422,SELL,998893,60,3594
LIMIT,3423,BUY,1000117,85,3595
LIMIT,3424,SELL,998572,60,3596
LIMIT,3425,SELL,1000309,49,3597
LIMIT,3426,BUY,999320,90,3598
MARKET,3427,SELL,0,1,3599
LIMIT,3428,SELL,999370,44,3600
LIMIT,3429,BUY,998766,46,3601
LIMIT,3430,SELL,1000239,24,3602
LIMIT,3431,SELL,1001314,79,3603
LIMIT,3432,SELL,1000993,52,3604
LIMIT,3433,BUY,999034,93,3605
LIMIT,3434,SELL,999976,87,3606
LIMIT,3435,BUY,1001976,30,3607
LIMIT,3436,BUY,999724,55,3608
LIMIT,3437,SELL,1000429,4,3609
LIMIT,3438,BUY,1001777,39,3610
LIMIT,3439,BUY,1001897,73,3611
LIMIT,3440,BUY,1000717,43,3612
LIMIT,3441,BUY,1001974,12,3613
LIMIT,3442,BUY,1001282,45,3614
LIMIT,3443,BUY,999886,1,3615
LIMIT,3444,BUY,1001616,23,3616
LIMIT,3445,BUY,998756,31,3617
LIMIT,3446,SELL,998369,93,3618
LIMIT,3447,SELL,998020,62,3619
LIMIT,3448,BUY,999928,71,3620
LIMIT,3449,BUY,1001738,61,3621
LIMIT,3450,SELL,1000892,32,3622
LIMIT,3451,BUY,999587,17,3623
LIMIT,3452,BUY,999637,99,3624
LIMIT,3453,SELL,1001357,87,3625
LIMIT,3454,SELL,1000445,51,3626
LIMIT,3455,SELL,1000000,86,3627
LIMIT,3456,BUY,998908,78,3628
LIMIT,3457,BUY,999511,47,3629
LIMIT,3458,BUY,1000500,77,3630
LIMIT,3459,BUY,1000644,30,3631
MARKET,3460,BUY,0,3,3632
LIMIT,3461,SELL,998380,44,3633
LIMIT,3462,BUY,999743,20,3634
LIMIT,3463,SELL,1000765,62,3635
CANCEL,2128,BUY,0,0,3636
LIMIT,3464,SELL,1000794,67,3637
LIMIT,3465,SELL,1001302,11,3638
LIMIT,3466,BUY,1000686,52,3639
LIMIT,3467,BUY,998658,41,3640
MARKET,3468,SELL,0,44,3641
LIMIT,3469,SELL,1000678,86,3642
LIMIT,3470,BUY,999240,55,3643
LIMIT,3471,BUY,1000472,58,3644
LIMIT,3472,SELL,1000916,43,3645
LIMIT,3473,SELL,998457,23,3646
LIMIT,3474,SELL,1001564,87,3647
MARKET,3475,BUY,0,22,3648
LIMIT,3476,SELL,998809,66,3649
LIMIT,3477,SELL,999781,7,3650
LIMIT,3478,BUY,998497,63,3651
LIMIT,3479,BUY,1001642,77,3652
LIMIT,3480,SELL,999743,44,3653
LIMIT,3481,BUY,1000223,35,3654
LIMIT,3482,SELL,999708,3,3655
LIMIT,3483,SELL,1000604,5,3656
LIMIT,3484,SELL,1000997,5,3657
LIMIT,3485,SELL,999018,23,3658
MARKET,3486,BUY,0,9,3659
LIMIT,3487,SELL,999765,36,3660
LIMIT,3488,SELL,1000822,80,3661
LIMIT,3489,SELL,998166,10,3662
LIMIT,3490,BUY,998601,78,3663
LIMIT,3491,BUY,999564,66,3664
LIMIT,3492,BUY,999383,82,3665
LIMIT,3493,SELL,999641,3,3666
LIMIT,3494,SELL,1000955,84,3667
LIMIT,3495,BUY,1001427,56,3668
LIMIT,3496,BUY,1000338,34,3669
LIMIT,3497,BUY,1000843,7,3670
LIMIT,3498,SELL,998881,98,3671
LIMIT,3499,SELL,1001059,89,3672
LIMIT,3500,SELL,1000054,86,3673
CANCEL,2020,BUY,0,0,3674
LIMIT,3501,SELL,999116,1,3675
LIMIT,3502,BUY,1001203,54,3676
LIMIT,3503,SELL,999093,60,3677
LIMIT,3504,SELL,998397,29,3678
LIMIT,3505,SELL,998905,9,3679
LIMIT,3506,SELL,1000408,54,3680
LIMIT,3507,SELL,1000217,50,3681
LIMIT,3508,BUY,999404,44,3682
LIMIT,3509,SELL,998621,60,3683
LIMIT,3510,SELL,998862,69,3684
LIMIT,3511,SELL,999047,52,3685
CANCEL,2816,BUY,0,0,3686
LIMIT,3512,SELL,1000299,45,3687
MARKET,3513,SELL,0,20,3688
LIMIT,3514,SELL,999849,87,3689
LIMIT,3515,BUY,1000559,75,3690
LIMIT,3516,SELL,1000313,56,3691
LIMIT,3517,BUY,1001077,37,3692
LIMIT,3518,SELL,998961,49,3693
LIMIT,3519,BUY,999550,78,3694
LIMIT,3520,BUY,998397,51,3695
LIMIT,3521,BUY,1000337,38,3696
LIMIT,3522,BUY,1001141,100,3697
LIMIT,3523,SELL,1000253,53,3698
LIMIT,3524,BUY,999712,77,3699
LIMIT,3525,SELL,1000581,14,3700
LIMIT,3526,SELL,1000057,69,3701
LIMIT,3527,BUY,1001518,52,3702
LIMIT,3528,SELL,999172,58,3703
LIMIT,3529,BUY,999638,37,3704
CANCEL,1703,BUY,0,0,3705
LIMIT,3530,BUY,1000799,13,3706
LIMIT,3531,SELL,1001990,54,3707
LIMIT,3532,BUY,1000534,29,3708
MARKET,3533,BUY,0,39,3709
LIMIT,3534,SELL,1001872,3,3710
LIMIT,3535,BUY,998681,73,3711
LIMIT,3536,BUY,1001898,48,3712
CANCEL,2957,BUY,0,0,3713
LIMIT,3537,SELL,1000261,66,3714
LIMIT,3538,BUY,999875,48,3715
LIMIT,3539,BUY,998717,61,3716
LIMIT,3540,BUY,999321,17,3717
LIMIT,3541,BUY,998847,74,3718
LIMIT,3542,BUY,1000800,78,3719
LIMIT,3543,BUY,1001263,23,3720
LIMIT,3544,BUY,1001291,78,3721
LIMIT,3545,BUY,999002,60,3722
LIMIT,3546,BUY,998028,96,3723
CANCEL,3307,BUY,0,0,3724
LIMIT,3547,SELL,1001531,50,3725
MARKET,3548,SELL,0,17,3726
LIMIT,3549,BUY,1000931,100,3727
LIMIT,3550,BUY,999796,62,3728
LIMIT,3551,BUY,999199,51,3729
LIMIT,3552,BUY,999488,52,3730
LIMIT,3553,SELL,999755,16,3731
MARKET,3554,SELL,0,49,3732
LIMIT,3555,BUY,1000957,22,3733
LIMIT,3556,SELL,998581,32,3734
LIMIT,3557,BUY,999083,13,3735
LIMIT,3558,BUY,999876,91,3736
LIMIT,3559,BUY,1001100,34,3737
LIMIT,3560,SELL,999354,58,3738
LIMIT,3561,SELL,1000434,5,3739
LIMIT,3562,BUY,1000137,37,3740
CANCEL,1886,BUY,0,0,3741
LIMIT,3563,SELL,999256,92,3742
LIMIT,3564,SELL,999946,92,3743
LIMIT,3565,SELL,998632,96,3744
LIMIT,3566,BUY,998600,78,3745
LIMIT,3567,SELL,999053,82,3746
LIMIT,3568,BUY,1000388,39,3747
MARKET,3569,BUY,0,17,3748
LIMIT,3570,SELL,999953,80,3749
LIMIT,3571,SELL,1000637,20,3750
LIMIT,3572,SELL,1000143,48,3751
LIMIT,3573,SELL,1000655,22,3752
LIMIT,3574,SELL,998718,62,3753
LIMIT,3575,BUY,1000739,9,3754
LIMIT,3576,SELL,998845,29,3755
LIMIT,3577,BUY,1000662,26,3756
LIMIT,3578,SELL,1000332,82,3757
LIMIT,3579,BUY,1001036,26,3758
LIMIT,3580,BUY,999632,81,3759
MARKET,3581,SELL,0,33,3760
MARKET,3582,BUY,0,4,3761
LIMIT,3583,BUY,999002,33,3762
LIMIT,3584,BUY,1000825,84,3763
LIMIT,3585,BUY,1000824,92,3764
LIMIT,3586,BUY,1000495,35,3765
LIMIT,3587,BUY,1001043,25,3766
LIMIT,3588,BUY,1001711,17,3767
LIMIT,3589,BUY,998850,30,3768
LIMIT,3590,SELL,999901,13,3769
LIMIT,3591,BUY,999306,82,3770
MARKET,3592,SELL,0,8,3771
LIMIT,3593,SELL,998808,13,3772
LIMIT,3594,BUY,1000450,63,3773
LIMIT,3595,BUY,1000382,56,3774
LIMIT,3596,BUY,1000949,57,3775
LIMIT,3597,BUY,1000412,82,3776
LIMIT,3598,SELL,998002,33,3777
LIMIT,3599,SELL,1000017,81,3778
LIMIT,3600,SELL,1000106,37,3779
LIMIT,3601,SELL,999082,69,3780
LIMIT,3602,SELL,1000776,72,3781
LIMIT,3603,SELL,998456,97,3782
LIMIT,3604,SELL,998026,41,3783
LIMIT,3605,SELL,1000030,21,3784
LIMIT,3606,SELL,1000756,39,3785
MARKET,3607,SELL,0,22,3786
LIMIT,3608,BUY,998792,100,3787
MARKET,3609,BUY,0,14,3788
LIMIT,3610,SELL,999310,99,3789
LIMIT,3611,BUY,1000804,39,3790
LIMIT,3612,BUY,1000338,87,3791
LIMIT,3613,BUY,998786,99,3792
LIMIT,3614,BUY,1001491,21,3793
LIMIT,3615,BUY,999333,67,3794
LIMIT,3616,SELL,1001193,93,3795
LIMIT,3617,SELL,999933,39,3796
LIMIT,3618,SELL,999366,94,3797
LIMIT,3619,SELL,999842,40,3798
LIMIT,3620,SELL,1001123,54,3799
CANCEL,2048,BUY,0,0,3800
MARKET,3621,SELL,0,23,3801
LIMIT,3622,BUY,1001993,59,3802
LIMIT,3623,BUY,1001352,91,3803
LIMIT,3624,SELL,999207,48,3804
CANCEL,2162,BUY,0,0,3805
LIMIT,3625,SELL,1000285,72,3806
LIMIT,3626,BUY,1000529,65,3807
LIMIT,3627,SELL,998437,10,3808
LIMIT,3628,SELL,1000960,62,3809
LIMIT,3629,SELL,1001899,6,3810
LIMIT,3630,SELL,1000817,91,3811
LIMIT,3631,SELL,1000485,76,3812
LIMIT,3632,BUY,998229,82,3813
LIMIT,3633,SELL,999794,37,3814
MARKET,3634,BUY,0,48,3815
MARKET,3635,SELL,0,10,3816
LIMIT,3636,SELL,1000351,26,3817
LIMIT,3637,SELL,999004,42,3818
LIMIT,3638,SELL,1000280,68,3819
LIMIT,3639,BUY,998575,99,3820
LIMIT,3640,SELL,1001920,47,3821
LIMIT,3641,SELL,1001060,28,3822
LIMIT,3642,SELL,998932,59,3823
LIMIT,3643,BUY,1000775,91,3824
LIMIT,3644,BUY,998574,16,3825
LIMIT,3645,SELL,999623,63,3826
LIMIT,3646,BUY,1001739,66,3827
LIMIT,3647,SELL,998131,65,3828
LIMIT,3648,SELL,1001236,69,3829
LIMIT,3649,SELL,1000598,9,3830
LIMIT,3650,BUY,1001990,72,3831
LIMIT,3651,BUY,1001271,66,3832
LIMIT,3652,BUY,1000350,60,3833
LIMIT,3653,BUY,1001079,10,3834
LIMIT,3654,SELL,1001349,36,3835
LIMIT,3655,BUY,1000664,43,3836
MARKET,3656,SELL,0,30,3837
LIMIT,3657,SELL,1001642,3,3838
LIMIT,3658,SELL,998026,80,3839
LIMIT,3659,BUY,998034,29,3840
LIMIT,3660,BUY,999060,29,3841
LIMIT,3661,SELL,1000180,59,3842
LIMIT,3662,BUY,1001153,74,3843
LIMIT,3663,BUY,998773,99,3844
MARKET,3664,SELL,0,12,3845
MARKET,3665,BUY,0,50,3846
MARKET,3666,SELL,0,5,3847
LIMIT,3667,SELL,1001802,30,3848
LIMIT,3668,BUY,999240,21,3849
LIMIT,3669,SELL,998954,28,3850
LIMIT,3670,BUY,998562,57,3851
MARKET,3671,SELL,0,2,3852
LIMIT,3672,BUY,999558,7,3853
LIMIT,3673,SELL,998813,27,3854
LIMIT,3674,BUY,998380,23,3855
LIMIT,3675,BUY,998667,97,3856
LIMIT,3676,SELL,1001033,78,3857
LIMIT,3677,SELL,999700,25,3858
LIMIT,3678,BUY,1001275,65,3859
LIMIT,3679,SELL,1000083,15,3860
LIMIT,3680,BUY,998029,49,3861
LIMIT,3681,SELL,1001938,13,3862
LIMIT,3682,SELL,1001426,9,3863
LIMIT,3683,SELL,998939,90,3864
MARKET,3684,SELL,0,31,3865
CANCEL,1425,BUY,0,0,3866
LIMIT,3685,SELL,998185,19,3867
LIMIT,3686,BUY,1000312,2,3868
MARKET,3687,BUY,0,9,3869
LIMIT,3688,BUY,998250,77,3870
LIMIT,3689,SELL,999522,80,3871
LIMIT,3690,BUY,999717,23,3872
LIMIT,3691,BUY,1001039,86,3873
LIMIT,3692,BUY,1001221,21,3874
CANCEL,1088,BUY,0,0,3875
LIMIT,3693,SELL,1001723,34,3876
LIMIT,3694,BUY,1001208,4,3877
LIMIT,3695,SELL,998140,95,3878
LIMIT,3696,SELL,998190,70,3879
LIMIT,3697,BUY,998647,13,3880
CANCEL,1183,BUY,0,0,3881
MARKET,3698,BUY,0,8,3882
LIMIT,3699,SELL,999700,69,3883
LIMIT,3700,BUY,999275,61,3884
LIMIT,3701,SELL,998525,42,3885
LIMIT,3702,SELL,1001919,79,3886
LIMIT,3703,BUY,999957,64,3887
LIMIT,3704,BUY,998515,29,3888
LIMIT,3705,BUY,998923,85,3889
MARKET,3706,BUY,0,46,3890
LIMIT,3707,BUY,999023,29,3891
LIMIT,3708,SELL,999346,91,3892
LIMIT,3709,SELL,1001112,17,3893
LIMIT,3710,SELL,1000708,19,3894
LIMIT,3711,BUY,1001063,50,3895
LIMIT,3712,BUY,998746,2,3896
MARKET,3713,BUY,0,16,3897
LIMIT,3714,SELL,998047,74,3898
LIMIT,3715,SELL,998769,81,3899
LIMIT,3716,SELL,999851,28,3900
LIMIT,3717,SELL,1000235,57,3901
MARKET,3718,SELL,0,42,3902
LIMIT,3719,SELL,999381,24,3903
LIMIT,3720,SELL,1001162,71,3904
LIMIT,3721,BUY,1000736,44,3905
LIMIT,3722,SELL,998258,47,3906
LIMIT,3723,BUY,1001951,70,3907
MARKET,3724,BUY,0,30,3908
LIMIT,3725,BUY,1000254,92,3909
LIMIT,3726,SELL,999257,58,3910
LIMIT,3727,BUY,1001957,65,3911
LIMIT,3728,BUY,998580,88,3912
LIMIT,3729,BUY,998813,94,3913
LIMIT,3730,BUY,1000305,68,3914
LIMIT,3731,SELL,1000209,30,3915
LIMIT,3732,BUY,999533,21,3916
MARKET,3733,BUY,0,41,3917
LIMIT,3734,BUY,1001453,97,3918
LIMIT,3735,SELL,1001515,26,3919
LIMIT,3736,SELL,999214,50,3920
LIMIT,3737,SELL,1001660,61,3921
LIMIT,3738,BUY,1000955,39,3922
CANCEL,1325,BUY,0,0,3923
LIMIT,3739,SELL,998855,94,3924
LIMIT,3740,BUY,998242,97,3925
LIMIT,3741,BUY,999969,21,3926
LIMIT,3742,BUY,999602,21,3927
LIMIT,3743,SELL,1000422,25,3928
LIMIT,3744,SELL,998288,29,3929
LIMIT,3745,SELL,998575,52,3930
MARKET,3746,BUY,0,14,3931
LIMIT,3747,SELL,1001115,42,3932
CANCEL,638,BUY,0,0,3933
LIMIT,3748,BUY,1001160,81,3934
LIMIT,3749,BUY,1000705,57,3935
LIMIT,3750,BUY,1000216,96,3936
LIMIT,3751,BUY,998288,97,3937
LIMIT,3752,SELL,1001584,35,3938
LIMIT,3753,BUY,999562,33,3939
MARKET,3754,SELL,0,28,3940
LIMIT,3755,SELL,1001106,38,3941
LIMIT,3756,BUY,998362,94,3942
LIMIT,3757,SELL,998988,86,3943
LIMIT,3758,SELL,999727,8,3944
LIMIT,3759,SELL,1001450,93,3945
LIMIT,3760,SELL,1000622,66,3946
LIMIT,3761,SELL,999460,11,3947
CANCEL,3478,BUY,0,0,3948
LIMIT,3762,BUY,1000399,64,3949
LIMIT,3763,SELL,1000726,35,3950
MARKET,3764,SELL,0,36,3951
LIMIT,3765,SELL,1000484,67,3952
LIMIT,3766,SELL,998172,78,3953
MARKET,3767,BUY,0,37,3954
MARKET,3768,BUY,0,24,3955
LIMIT,3769,SELL,1001339,51,3956
LIMIT,3770,BUY,999422,83,3957
LIMIT,3771,SELL,1000348,67,3958
CANCEL,2030,BUY,0,0,3959
LIMIT,3772,SELL,1000740,4,3960
LIMIT,3773,BUY,998098,81,3961
LIMIT,3774,BUY,999197,53,3962
LIMIT,3775,SELL,1001479,33,3963
LIMIT,3776,SELL,999443,32,3964
LIMIT,3777,BUY,999329,59,3965
LIMIT,3778,SELL,1001148,21,3966
